Token;Label;accord
le;;
servic;;
";";;
on;;
lui;;
puayait;;
toujours;;
sua;;
journ6a;;
"
";;
quand;;
elle;;
la;;
passait;;
an;;
shAteau;LOC;LOC
.;;
Comme;;
ello;;
"
";;
eusait;;
trbs;;
0;;
hien;;
0;;
la;;
mbre;LOC;LOC
Nannette;LOC;LOC
0;;
qui;;
aonnais-;;
"
";;
sait;;
asses;;
do;;
monde;;
en;;
ville;;
0;;
lui;;
rapportait;;
de;;
"
";;
tempa;;
en;;
temps;;
quelqua;;
ouvrage;;
a;;
faire;;
0;;
soit;;
des;;
"
";;
ehemises;;
ou;;
des;;
draps;;
0;;
eo;;
qui;;
lui;;
faisait;;
un;;
petil;;
"
";;
proflt;PER;PER
.;;
"
";;
Les;;
flillas;;
do;;
Mma;PER;PER
bDumont;PER;PER
traitaient;;
leanne;;
en;;
"
";;
vritable;PER;PER
amio;PER;PER
0;;
paree;;
quelle;;
6tait;;
aussi;;
rservee;;
"
";;
dans;;
son;;
langage;;
que;;
sage;;
dans;;
sa;;
conduite;;
.;;
Ella;PER;PER
"
";;
les;;
aimait;;
tant;;
0;;
qu';;
elle;;
se;;
serait;;
jetee;;
au;;
feu;;
pour;;
"
";;
leur;;
rendre;;
service;;
.;;
Elle;;
allait;;
trbs;;
0;;
souvent;;
chez;;
"
";;
M.;PER;PER
le;;
cure;;
0;;
qui;;
lui;;
donnait;;
de;;
bons;;
conseils;;
et;;
lui;;
"
";;
fuisuit;;
remarquer;;
combien;;
Dieu;MISC;MISC
avait;;
eu;;
piti6;;
"
";;
d';;
alle;;
0;;
pauvre;;
enfant;;
sans;;
famille;;
.;;
"
";;
leanne;LOC;LOC
donnait;;
hla;PER;PER
mre;PER;PER
Nannette;;
tout;;
ce;;
quelle;;
"
";;
gaait;;
0;;
ear;;
elle;;
n';;
avait;;
besoin;;
de;;
rien;;
acheter;;
pour;;
"
";;
elle;;
0;;
meme;;
";";;
Mme;PER;PER
Dumont;PER;PER
fournissait;;
tout;;
ce;;
qui;;
"
";;
etait;;
necessaire;;
pour;;
l';;
habiller;;
0;;
comme;;
elle;;
lovnit;;
"
";;
promis;;
 ;;
la;;
mire;;
Nannette;LOC;LOC
0;;
apres;;
la;;
mort;;
de;;
a-;;
"
";;
therine;;
";";;
leanne;;
usait;;
si;;
peu;;
de;;
chose;;
que;;
Mlme;PER;PER
Du-;PER;PER
"
";PER;PER
mont;PER;PER
lui;;
disait;;
quelquefois;;
:;;
"
";;
a;;
Comment;MISC;MISC
fais;MISC;MISC
0;MISC;MISC
tu;MISC;MISC
0;;
leanne;LOC;LOC
0;;
pour;;
que;;
tes;;
robes;;
"
";;
durent;;
aussi;;
longtemps;;
?;;
"
";;
0;;
Madame;PER;PER
0;;
jo;PER;PER
plie;;
tous;;
mes;;
effets;;
le;;
soir;;
et;;
je;;
"
";;
les;;
mets;;
sur;;
mon;;
coffre;;
.;;
Quand;;
il;;
y;;
a;;
trop;;
de;;
boue;;
"
 ";;
mes;;
jupons;;
0;;
jen;PER;PER
lave;PER;PER
le;;
has;;
0;;
ce;;
qui;;
l';;
use;;
bien;;
"
";;
moins;;
que;;
de;;
le;;
d6erotter;;
0;;
et;;
puis;;
je;;
le;;
repasse;;
.;;
"
";;
le;;
visite;;
mes;;
habits;;
tous;;
les;;
matins;;
0;;
et;;
0;;
aussit0;PER;PER
t;PER;PER
"
";PER;PER
us;;
jy;;
wis;;
le;;
moindre;;
tron;;
0;;
je;;
le;;
rasenmmoda;LOC;LOC
.;;
"
";;
0;;
Ces;;
.;;
tres;;
0;;
bien;;
0;;
Jeanne;PER;PER
";";;
tu;;
as;;
pris;;
la;;
une;;
"
";;
honne;;
habtude;;
.;;
PREMtRB;;
PARIR;MISC;MISC
.;;
"
";;
0;;
Cest;;
bian;;
le;;
moins;;
quo;;
je;;
soigna;;
mes;;
ha-;;
"
";;
bits;;
0;;
madumo;MISC;MISC
0;;
puiaque;;
est;;
vous;;
qui;;
meles;;
don-;;
"
";;
nezl;;
"
";;
eana;LOC;LOC
a;;
grand;;
aoin;;
ds;;
la;;
mtre;;
Namnette;MISC;MISC
.;;
"
";;
A;;
seize;;
ans;;
0;;
eanne;;
etait;;
grande;;
et;;
forte-;;
:;;
elle;;
"
";;
soiguait;;
toute;;
seule;;
le;;
b6tail;ORG;ORG
de;;
la;;
mre;MISC;MISC
Nannette;MISC;MISC
0;;
"
";;
qui;;
se;;
faisait;;
visille;PER;PER
";";;
elle;;
petrissait;;
le;;
pain;;
et;;
"
";;
chauffait;;
le;;
four;;
";";;
elle;;
faisait;;
le;;
beurre;;
et;;
lallait;;
"
";;
vendre;;
a;;
la;;
ville;;
0;;
ear;;
elle;;
ne;;
voulait;;
pas;;
que;;
la;;
"
";;
mre;;
Nannette;LOC;LOC
et;;
la;;
moindre;;
fatigue;;
";";;
et;;
comme;;
"
";;
leanne;;
savait;;
bien;;
prendre;;
son;;
temps;;
0;;
elle;;
trou-;;
"
";;
vait;;
eneore;;
le;;
moyen;;
de;;
faire;;
quelque;;
ouvrago;;
"
";;
pour;;
gagner;;
un;;
peu;;
d';;
argent;;
.;;
"
";;
a;;
Ma;PER;PER
chre;PER;PER
mre;PER;PER
0;;
disait;;
0;;
lle;;
quand;;
la;;
mre;;
Nan-;;
"
";;
nette;;
la;;
grondait;;
de;;
ee;;
quelle;;
voulait;;
tout;;
faire;;
0;;
"
";;
vous;;
avez;;
eu;;
piti6;;
de;;
moi;;
quand;;
jtais;;
"petite;.vous";.vous;
"
";;
maver;;
soignee;;
eomme;;
si;;
jeusse;;
et6;;
votre;;
propre;;
"
";;
enfant;;
:;;
il;;
est;;
bien;;
juste;;
que;;
j';;
aie;;
toute;;
la;;
peine;;
0;;
h;;
"
";;
present;;
que;;
je;;
suis;;
plus;;
forte;;
que;;
vous;;
.;;
a;;
"
";;
Plusieurs;;
des;;
personnes;;
a;;
qui;;
eanne;;
vendait;;
"
";;
son;;
beurre;;
lui;;
avaient;;
offert;;
de;;
bons;;
gages;;
si;;
elle;;
"
";;
voulait;;
servir;;
en;;
ville;;
";";;
mais;;
ellie;MISC;MISC
r6epondait;;
toujours;;
"
";;
qu';;
elle;;
ne;;
se;;
resoudrait;;
jamais;;
h;;
quitter;;
la;;
mbre;MISC;MISC
"
";MISC;MISC
Nannette;MISC;MISC
.;;
Quand;;
ellelui;LOC;LOC
racontait;;
cela;;
0;;
cette;;
excel-;;
"
";;
leite;;
femme;;
lui;;
disait;;
:;;
"
";;
a;;
Ma;MISC;MISC
fllle;MISC;MISC
si;;
tu;;
es;;
jamais;;
oblig6e;;
d';;
allar;;
ches;;
"
";;
les;;
autres;;
0;;
crois;;
-moi;;
0;;
ne;;
te;;
place;;
pas;;
en;;
ville;;
";";;
on;;
"
";;
5;;
gaue;;
plus;;
dargenl;LOC;LOC
0;;
e';PER;PER
est;;
vrai;;
";";;
mais;;
aussi;;
on;;
y;;
"
";;
d6pense;;
davantage;;
0;;
et;;
les;;
jeunes;;
filles;;
y;;
ont;;
bien;;
"
";;
du;;
desagrement;;
.;;
nENANCB;;
bDE;;
JEANNE;;
.;;
"
";;
ILn;PER;PER
more;;
Nannette;LOC;LOC
d6prissait;;
peu;;
 ;;
peu;;
0;;
et;;
"
";;
leann;PER;PER
n;;
avait;;
beaueoup;;
de;;
hagri;;
.;;
Blla;LOC;LOC
contasa;PER;PER
"
";;
peine;;
 ;;
M.;;
l;;
our6;;
0;;
en;;
qui;;
elle;;
avait;;
grande;;
oon-;;
"
";;
l;;
fianee;PER;PER
.;;
"
";;
es;;
eeui;;
:;;
"
";;
en;;
es;;
oas;ORG;ORG
il;;
faudrait;;
voir;;
le;;
m6deein;;
.;;
"
";;
0;;
Oui;;
0;;
monsieur;;
0;;
elle;;
est;;
an;;
grand;;
danger;;
0;;
"
";;
mais;;
elle;;
na;;
s';;
en;;
doute;;
pas;;
.;;
"J""ai";PER;PER
fait;;
entrer;;
l';;
autre;;
"
";;
jour;;
0;;
comme;;
parhasard;PER;PER
0;;
le;;
medecin;;
qui;;
etait;;
venu;;
];;
"
";;
asaigaer;;
le;;
marchal;;
";";;
il;;
a;;
caus6;;
avee;;
elle;;
et;;
l';;
a;;
bien;;
];;
"
 ";;
examinee;;
";";;
quand;;
il;;
est;;
sorti;;
0;;
je;;
l';;
ai;;
suivi;;
sans;;
rien;;
];;
"
";;
dire;;
";";;
il;;
ma;;
assur6;PER;PER
quil;PER;PER
n';;
y;;
avait;;
rien;;
a;;
faire;;
a;;
la;;
[;;
"
";;
mre;PER;PER
Nannette;PER;PER
0;;
parceeque;LOC;LOC
cest;;
un;;
corps;;
use6;;
:;;
il;;
dit;;
"
";;
quelle;;
pourra;;
tainer;PER;PER
enoore;PER;PER
longtemps;;
0;;
et;;
quelle;;
"
";;
s'6teindra;;
sans;;
aouffrir;PER;PER
.;;
"
";;
0;;
Jirai;;
la;;
voir;;
.;;
"
";;
0;;
Ohl;PER;PER
oui;;
0;;
monsieur;;
le;;
cur6;ORG;ORG
0;;
il;;
fut;;
y;;
venir;;
"
";;
bien;;
souvent;;
";";;
vos;;
visites;;
la;;
soulageront;;
plus;;
que;;
"
 ";;
celles;;
d';;
un;;
mdeein;;
";";;
vous;;
lui;;
parlerez;;
du;;
bon;;
"
";;
Dieu;MISC;MISC
0;;
et;;
elle;;
sera;;
toute;;
prete;;
quand;;
il;;
lui;;
plaira;;
de;;
"
";;
l';;
appeler;;
h;;
lui.s;;
"
";;
a;;
mare;;
Mannette;LOC;LOC
idsvant;LOC;LOC
dngarensement;LOC;LOC
malade;LOC;LOC
.;;
"
";;
An;MISC;MISC
hout;MISC;MISC
de;MISC;MISC
dix-huit;MISC;MISC
mois;MISC;MISC
0;;
la;;
mre;;
Nannette;LOC;LOC
"
";;
6tait;;
devenue;;
si;;
faible;;
qu';;
elle;;
ne;;
sortait;;
plus;;
de;;
la;;
"
 ";;
maison;;
.;;
Comme;;
elle;;
ne;;
se;;
plaignait;;
de;;
rien;;
0;;
Jeanne;PER;PER
"
";;
];;
ne;;
lui;;
disait;;
pas;;
eombien;;
elle;;
la;;
trouvait;;
malade;;
0;;
"
";;
];;
de;;
peur;;
de;;
leffrayer;;
";";;
mais;;
0;;
quand;;
elle;;
allait;;
voir;;
"
";;
Mme;PER;PER
Dumont;PER;PER
0;;
ollo;PER;PER
plourait;PER;PER
a;;
ehandes;;
larmes;;
0;;
en;;
"
";;
];;
disant;;
qu';;
elle;;
voyait;;
bien;;
que;;
sa;;
chre;;
mre;;
Nan-;;
"
";;
nette;;
ne;;
passerait;;
pas;;
l';;
hiver;;
.;;
PREMIRB;MISC;MISC
PARIIB;;
.;;
"
";;
a;;
Ne;MISC;MISC
te;MISC;MISC
d6sole;;
pes;;
trop;;
0;;
a;;
petita;;
Jeanne;PER;PER
";";;
nous;;
"
";;
ne;;
tabandonnerons;;
pas;;
0;;
lui;;
disait;;
lsaure;PER;PER
.;;
"
";;
-Ile;;
sais;;
bien;;
0;;
mademoiselle;;
0;;
et;;
je;;
vous;;
en;;
re-;;
"
";;
mereie;ORG;ORG
de;;
tout;;
mon;;
ceur;;
";";;
mais;;
ce;;
n';;
est;;
pas;;
paree;;
"
 ";;
que;;
j;;
vais;;
me;;
trouver;;
toute;;
seule;;
que;;
je;;
pleure;;
";";;
"
";;
gre;MISC;MISC
 ;MISC;MISC
Dieu;MISC;MISC
0;;
je;;
suis;;
forte;;
0;;
et;;
0;;
gree;;
h;;
vous;;
aussi;;
0;;
"
";;
ie;;
saurai;;
bien;;
gagner;;
ma;;
vie;;
";";;
je;;
me;;
d6sole;;
0;;
paree;;
];;
"
";;
que;;
jaime;PER;PER
la;;
mere;;
Nannette;LOC;LOC
de;;
toute;;
mon;;
me;;
";";;
et;;
"
";;
puis;;
0;;
qui;;
dono;;
m';;
aimera;;
jamais;;
comme;;
elle;;
0;;
qui;;
"
";;
ma;;
prise;;
toute;;
petite;;
et;;
m;;
a;;
aecoutumee;LOC;LOC
au;;
travalil;LOC;LOC
0;;
"
";;
puis;;
ma;;
appris;;
a;;
aimer;;
Dieu;MISC;MISC
0;;
et;;
de;;
qui;;
j';;
ai;;
tou-;;
];;
"
";;
jours;;
regu;;
de;;
si;;
bons;;
exemplest;;
n;;
"
";;
Ieanne;LOC;LOC
soignait;;
sa;;
malade;;
avee;;
une;;
extrtme;;
"
";;
tendresse;;
";";;
elle;;
trouvait;;
le;;
moyen;;
de;;
lui;;
faire;;
venir;;
"
";;
un;;
petit;;
puain;;
blance;;
tous;;
les;;
deux;;
jours;;
";";;
quand;;
];;
"
";;
elle;;
allait;;
A;LOC;LOC
la;;
ville;;
vendre;;
son;;
beurre;;
0;;
elle;;
en;;
rap-;;
];;
"
";;
portait;;
de;;
la;;
viande;;
et;;
quelque;;
friundise;;
.;;
Quelque-;;
];;
"
";;
fois;;
elle;;
achetait;;
un;;
poulet;;
ou;;
bien;;
un;;
canard;;
dans;;
];;
"
";;
le;;
bourg;;
0;;
et;;
elle;;
les;;
aecommodait;;
comme;;
elle;;
avait;;
];;
"
";;
vu;;
fire;;
a.;;
Ia;;
cuisinire;;
de;;
Mme;PER;PER
Dumont;PER;PER
.;;
Elle;;
al-;;
"
";;
lait;;
aussi;;
au;;
moulin;;
chercher;;
un;;
peu;;
de;;
poisson;;
";";;
];;
"
";;
d';;
autres;;
fois;;
0;;
elle;;
lui;;
donnait;;
une;;
petite;;
crme;;
0;;
et;;
0;;
];;
"
";;
quand;;
elle;;
chauffait;;
le;;
four;;
0;;
elle;;
lui;;
faisait;;
tou-;;
];;
"
";;
jours;;
cuire;;
quelque;;
bonne;;
ptisserie;;
";";;
enfin;;
0;;
elle;;
ne;;
];;
"
";;
lui;;
laissait;;
hoire;;
que;;
du;;
hon;;
vin;;
qu';;
elle;;
suerait;;
];;
"
";;
un;;
peu;;
.;;
"
";;
La;;
mre;PER;PER
Hannetto;PER;PER
troe;;
ge;;
Jeanne;PER;PER
d6pense;;
trop;;
.;;
];;
"
";;
La;;
mre;;
Nannette;LOC;LOC
la;;
laissait;;
faire;;
";";;
pourtant;;
elle;;
];;
"
";;
lui;;
disait;;
quelquefois;;
:;;
"
";;
a;;
Tu;;
me;;
gtes;;
0;;
petite;;
leanne;;
";";;
tu;;
depense]NANCR;;
D;;
JEANINR;MISC;MISC
.;;
"
";;
trop;;
d';;
argoent;;
0;;
ma;;
fllle;LOC;LOC
:;;
ela;PER;PER
sest;PER;PER
pas;;
raisonna-;;
"
";;
ble;;
.;;
"
";;
0;;
IH6;MISC;MISC
bien;;
done;;
0;;
repondait;;
lJeanne;MISC;MISC
0;;
nuvea;;
-vous;;
"
";;
];;
as;;
assez;;
travaill6;;
quand;;
vous;;
6tiez;;
jeune;;
0;;
et;;
n';;
est-;;
"
";;
il;;
pus;;
juste;;
que;;
vous;;
jouissie;;
 ;;
present;;
de;;
quel-;;
"
";;
ques;;
doueeurs;;
?;;
"
";;
--;;
Mais;;
eoute;PER;PER
done;PER;PER
0;;
petite;;
0;;
si;;
tu;;
d6penses;;
tout;;
0;;
"
";;
];;
tu;;
te;;
feras;;
tort;;
";";;
eur;;
c';;
est;;
toi;;
qui;;
h6riteras;;
ds;;
ce;;
"
";;
];;
que;;
je;;
laisserai;;
0;;
entends;;
0;;
tu;;
"
";;
];;
--Cest;;
bon;;
0;;
oest;;
bon;;
0;;
ma;;
ehere;;
mbere;;
";";;
nevous;;
"
";;
];;
inquietes;;
pas;;
de;;
oelal;PER;PER
laissez;;
-moi;;
faire;;
";";;
j';;
en;;
aurai;;
"
";;
];;
toujours;;
bien;;
assez;;
.;;
N';;
ai;;
-je;;
pas;;
de;;
bons;;
bras;;
pour;;
"
";;
1;;
travaillearf;;
Et;;
dailleurs;;
0;;
ne;;
faut;;
-il;;
pas;;
que;;
vous;;
"
";;
[;;
engraissiez;PER;PER
un;;
peu;;
pour;;
aller;;
faire;;
la;;
veille;;
cet;;
"
";;
];;
hiver;;
avee;;
les;;
voisinest;;
"
";;
0;;
Eh;;
bien;;
0;;
ma;;
fille;;
0;;
jentends;;
que;;
tu;;
man-;;
"
";;
ges;;
de;;
toutes;;
les;;
bonnes;;
frieassees;;
que;;
tu;;
me;;
"
";;
fais;;
.;;
"
";;
0;;
Merci;;
0;;
mere;PER;PER
Nannette;PER;PER
";";;
ne;;
serait;;
-il;;
pas;;
hon-;;
"
";;
teux;;
qu';;
il;;
fallt;;
des;;
fricasses;;
 ;;
une;;
grande;;
fille;;
"
";;
comme;;
moil;PER;PER
n;;
"
";;
M;LOC;LOC
0;;
le;;
cur6;;
ilent;;
vaoir;;
tous;;
les;;
jours;;
la;;
mare;LOC;LOC
Mannette;LOC;LOC
.;;
"
";;
M.;;
le;;
eur6;MISC;MISC
ne;;
manquait;;
pas;;
de;;
venir;;
chaque;;
"
";;
jour;;
voir;;
la;;
mere;;
Nannette;LOC;LOC
";";;
comme;;
c';;
tait;;
une;;
"
";;
femme;;
de;;
grand;;
sens;;
0;;
il;;
parlait;;
aves;;
alle;;
de;;
la;;
"
";;
bont6;ORG;ORG
et;;
le;;
la;;
mis6ricorde;;
de;;
Dieu;MISC;MISC
0;;
et;;
la;;
preparait;;
"
";;
h;;
mourir;;
sans;;
qu';;
elle;;
s';;
en;;
doutt;;
.;;
I;LOC;LOC
la;;
eonfessait;;
"
";;
souent;;
et;;
lui;;
apportait;;
la;;
sainte;;
communion;;
0;;
afin;;
"
";;
qu';;
elle;;
ft;;
toujours;;
en;;
etat;;
de;;
grAce;LOC;LOC
";";;
il;;
lui;;
faisait;;
"
";;
entendre;;
aussi;;
que;;
leglise;;
6tit;;
trop;;
froide;;
pourPRRMIkERE;;
PARTi;MISC;MISC
.;;
"
";;
elle;;
et;;
qu';;
il;;
ne;;
voulait;;
pas;;
qu';;
lle;;
y;;
entrAt;;
avant;;
"
";;
Phques;LOC;LOC
.;;
"
";;
On;;
6tait;;
a;;
la;;
fln;;
de;;
l';;
automne;;
:;;
la;;
mbere;;
Nan-;ORG;ORG
"
";;
ntte;;
baissait;;
de;;
plus;;
n;;
plus;;
0;;
et;;
bient0;MISC;MISC
t;MISC;MISC
elle;;
no;;
"
";;
qitta;LOC;LOC
plus;;
le;;
lit;;
.;;
Jeann;;
l;;
mttait;;
ohaue;;
mati;;
"
";;
dans;;
lo;;
sien;;
propre;;
0;;
afin;;
de;;
fire;MISC;MISC
prendre;;
lair;MISC;MISC
h;MISC;MISC
"
";MISC;MISC
l';MISC;MISC
autse;MISC;MISC
0;;
qu';;
ello;;
exposuit;;
dehors;;
si;;
ls;PER;PER
temps;;
le;;
pe-;;
"
";;
mettait;;
0;;
Le;MISC;MISC
lit;MISC;MISC
de;MISC;MISC
leanne;MISC;MISC
6tait;MISC;MISC
anaore;MISC;MISC
meilleur;MISC;MISC
que;;
"
";;
celui;;
de;;
la;;
mbr;MISC;MISC
Nannette;MISC;MISC
0;;
qui;;
0;;
pendant;;
huit;;
ans;;
0;;
"
";;
n';;
avait;;
pas;;
vendu;;
la;;
plume;;
de;;
ses;;
oies;;
0;;
poeur;;
amas;;
"
";;
ser;;
le;;
lit;;
eomplet;;
de;;
sa;;
fllle;;
adoptive;;
.;;
Ia;;
malade;;
"
";;
retrouvait;;
le;;
soir;;
son;;
coueher;;
tout;;
frais;;
0;;
et;;
ella;;
"
";;
dormait;;
mieux;;
la;;
nuit;;
.;;
"
";;
HIa;PER;PER
mre;PER;PER
Iannette;;
s';;
teint;;
tomt;;
a;;
fait;;
.;;
"
";;
Un;;
jour;;
du;;
mois;;
de;;
d6embre;;
0;;
le;;
soleil;;
ayant;;
"
";;
perc6;;
les;;
nuages;;
0;;
leanne;LOC;LOC
mena;;
le;;
betail;;
A;;
labreu-;;
"
";;
voir;;
.;;
En;;
reenant;;
0;;
elle;;
fit;;
le;;
grand;;
tour;;
par;;
la;;
"
";;
pelouse;;
";";;
ses;;
betes;;
0;;
qui;;
ne;;
sortaient;;
pas;;
depuis;;
"
";;
longtemps;;
0;;
6etaient;;
bien;;
contentes;;
de;;
se;;
trouver;;
de-;;
"
";;
hors;;
0;;
t;;
Jeanne;PER;PER
se;;
presiait;;
dautant;;
moins;;
de;;
les;;
"
";;
ramener;;
 ;;
l6table;;
que;;
la;;
mre;;
Nannette;LOC;LOC
semblait;;
"
";;
mieux;;
ce;;
jour;;
0;;
la;;
.;;
En;;
rentrant;;
0;;
elle;;
alla;;
tout;;
droit;;
"
";;
au;;
lit;;
de;;
la;;
malade;;
qualle;;
trouva;;
endormie;;
et;;
en-;;
"
";;
core;;
plus;;
pAle;MISC;MISC
que;;
de;;
coutume;;
.;;
Elle;;
ralluma;;
le;;
"
";;
feu;;
tout;;
doueement;;
pour;;
lui;;
fhire;;
ehauffer;;
un;;
"
";;
bouillon;;
.;;
Quand;;
il;;
fut;;
chaud;;
0;;
elle;;
le;;
mit;;
dans;;
un;;
"
";;
gobelet;;
et;;
le;;
porta;;
a;;
sa;;
chre;;
mre;;
";";;
mais;;
en;;
lui;;
"
";;
sonlevant;;
la;;
tte;;
pour;;
Ia;PER;PER
faire;;
bhoire;LOC;LOC
0;;
elle;;
la;;
sentit;;
"
";;
toute;;
froide;;
.;;
lle;MISC;MISC
courut;;
h;;
la;;
porte;;
appeler;;
du;;
se-;;
"
";;
cours;;
.;;
Deux;;
voeisines;;
entrbrent;;
et;;
virent;;
kl;;
quNANCE;;
DE;PER;PER
IRANNE;PER;PER
.;;
"
";;
tout;;
etait;;
fini;;
pur;;
la;;
mre;MISC;MISC
Nannette;MISC;MISC
.;;
Blles;PER;PER
voulu-;;
"
";;
raent;;
emmener;;
eanne;;
0;;
n;;
diaant;;
quelles;;
se;;
char-;;
"
";;
];;
goraiant;;
de;;
faire;;
la;;
veill6e;;
";";;
mais;;
elle;;
leur;;
dit;;
en;;
"
";;
plaurant;;
 ;;
chaudes;;
larmes;;
qu';;
elle;;
ne;;
voulait;;
pas;;
"
";;
];;
quittar;MISC;MISC
sa;MISC;MISC
chre;MISC;MISC
mbre;;
Nannette;;
avant;;
quon;;
let;;
"
";;
];;
portee;;
en;;
terre;;
.;;
L';;
une;;
des;;
voisines;;
alla;;
faire;;
la;;
d6-;;
"
";;
];;
elaration;;
0;;
pendant;;
que;;
l';;
autre;;
aidait;;
Jeanne;PER;PER
et;;
lui;;
"
";;
];;
tenait;;
ompagnie;PER;PER
auprs;PER;PER
du;;
lit;;
de;;
la;;
morte;;
.;;
"
";;
sintressement;;
de;;
Jeanne;PER;PER
.;;
"
";;
];;
Lo;PER;PER
maire;;
entra;;
et;;
demanda;;
 ;;
leanne;;
si;;
la;;
d6-;;
"
";;
];;
funte;;
avait;;
fait;;
un;;
testament;;
pour;;
lui;;
donner;;
son;;
"
";;
];;
bien;;
";";;
ear;;
elle;;
avait;;
toujours;;
dit;;
que;;
sa;;
fille;;
adop-;;
"
";;
];;
tive;;
serait;;
son;;
h6ritire;;
0;;
"
";;
];;
Non;;
0;;
monsieur;;
le;;
maire;;
0;;
dit;;
Jeanne;PER;PER
";";;
si;;
elle;;
"
";;
avait;;
fait;;
quelque;;
chose;;
pour;;
moi;;
0;;
elle;;
me;;
laurait;;
"
";;
];;
bien;;
dit;;
....;;
"
";;
];;
0;;
Mais;;
elle;;
ne;;
ae;;
eroyait;;
peut;;
0;;
etre;;
pas;;
si;;
pres;;
"
";;
de;;
sa;;
fin;;
";";;
vous;;
ne;;
lui;;
aves;PER;PER
done;PER;PER
pas;;
rappel6;;
ee;;
"
";;
];;
qu';;
elle;;
devait;;
fire;;
pour;;
voust;PER;PER
"
";;
];;
0;;
Non;;
vraiment;;
0;;
monsieur;;
le;;
maire;;
0;;
jen;PER;PER
au-;PER;PER
"
";;
];;
rais;;
6t6;;
bien;;
fch6el;;
Si';PER;PER
la;;
pauvre;;
femme;;
s'6tait;;
"
";;
];;
erue;;
en;;
danger;;
0;;
cetts;ORG;ORG
id6e;ORG;ORG
l';;
aurait;;
peut;;
0;;
tre;;
fait;;
"
";;
];;
mourir;;
plus;;
tt;;
.;;
Elle;;
n';;
a;;
pas;;
eu;;
un;;
seul;;
instant;;
la;;
"
";;
];;
pensee;;
que;;
tout;;
serait;;
bientt;PER;PER
fini;;
pour;;
elle;;
0;;
el;;
"
";;
];;
pour;;
toutl';;
or;;
du;;
monde;;
je;;
ne;;
le;;
lui;;
aurais;;
pas;;
dit;;
.;;
"
 ";;
D';;
ailleurs;;
0;;
je;;
suis;;
jeune;;
et;;
je;;
peux;;
travailler;;
:;;
il;;
"
";;
];;
est;;
juste;;
que;;
son;;
neven;;
hrite;;
";";;
il;;
faudra;;
l';;
aven-;;
"
";;
];;
tir;;
.;;
"
";;
];;
0;;
Je;;
vais;;
lui;;
envoyer;;
un;;
expres;;
0;;
 ;;
dit;;
le;;
maire;;
.;;
"
";;
Bt;;
il;;
sortit;;
.;;
PRBMIIRRE;LOC;LOC
PARI;LOC;LOC
.;;
"
";;
leunne;LOC;LOC
se;;
mit;;
h;;
genoux;;
au;;
piad;;
du;;
lit;;
at;;
lut;;
les;;
"
";;
pribres;;
des;;
morts;;
";";;
d;;
tm;;
an;;
temps;;
elle;;
aa;PER;PER
le-;PER;PER
"
";PER;PER
ktii;PER;PER
"
";;
LHIII;PER;PER
"

";PER;PER
II;PER;PER
"
 ";PER;PER
Sil;PER;PER
"
";PER;PER
III;PER;PER
"
";;
1lI;;
"

";;
l;;
"
";;
I;MISC;MISC
"
";MISC;MISC
E;MISC;MISC
"
";;
g;;
"
";;
Mll;PER;PER
"
";;
e;;
"
";;
:;;
LI;MISC;MISC
"
";;
rzl;;
"
";;
Me;PER;PER
"
";PER;PER
I.;PER;PER
"


";PER;PER
I;PER;PER
"

";PER;PER
II;PER;PER
"
";PER;PER
I;PER;PER
"
";PER;PER
IMI;PER;PER
"
";;
.-;;
;;
"
";;
7;;
"
";;
;;
"
";;
/:W;;
"
";;
L;;
"
";;
IUH;MISC;MISC
"
";;
Il;;
"

";;
7Il1;;
"
";;
FLlE--;LOC;LOC
.;;
"
";;
3;;
"
";;
T;MISC;MISC
"
";MISC;MISC
E;MISC;MISC
"
";MISC;MISC
II;MISC;MISC
"
";MISC;MISC
IZ2e;MISC;MISC
"

";MISC;MISC
II;MISC;MISC
"
";MISC;MISC
W;MISC;MISC
"
";MISC;MISC
I;MISC;MISC
"
";;
aiiilIs;;
"
";;
H.;PER;PER
"
";PER;PER
II;PER;PER
"

";;
---;;
"
";;
Jeane;PER;PER
se;;
mit;;
a;;
enux;;
"
";;
r;;
"
";;
Is;MISC;MISC
"
";MISC;MISC
I;MISC;MISC
"
";;
vait;;
nour;PER;PER
emhrasser;PER;PER
la;;
dfunte;;
0;;
puis;;
elle;;
continuai;;
];;
"
";;
eee;;
prieres;;
en;;
pleurant;;
.;;
Elle;;
fit;;
la;;
veille;;
du;;
corps]ENFANCE;;
RE;MISC;MISC
JRANNB;MISC;MISC
.;;
"
";;
an;;
compugnio;PER;PER
des;;
deux;;
bonnes;;
voisines;;
qui;;
na;;
"
";;
voulurent;;
pas;;
la;;
quittaer;;
.;;
"
";;
0n;;
anterre;PER;PER
a;PER;PER
mra;PER;PER
Nannattoe;PER;PER
.;;
"
";;
Comme;;
la;;
mre;;
Nannette;LOC;LOC
avat;;
6t6;;
une;;
honnte;;
"
";;
femme;;
0;;
bien;;
ohligeante;;
0;;
tout;;
le;;
monde;;
du;;
boug;;
"
";;
jusqu';;
aux;;
ptits;;
enfnts;;
0;;
vint;;
0;;
le;;
lndemain;;
ma;;
"
";;
tin;;
0;;
la;;
voir;;
sur;;
son;;
lit;;
de;;
mort;;
et;;
lui;;
apporter;;
des;;
"
";;
bouquets;;
d';;
herbes;;
fortes;;
.;;
Quoique;;
Jeanne;PER;PER
plaeurt;;
"
";;
